passed,year,adult,popularity,runtime,vote_average,vote_count
1,2014,FALSE,12.165685,118,6.8,255
0,2013,FALSE,3.711772,101,6.5,45
0,2014,FALSE,7.375146,122,6.4,262
1,2014,FALSE,2.851638,102,6.1,20
0,2014,FALSE,13.310556,108,6,645
1,2014,FALSE,12.898498,91,6.1,289
0,2012,FALSE,0.520853,0,3.6,5
1,2014,FALSE,1.406589,90,3.7,25
0,2014,FALSE,13.001155,105,7.6,430
0,2014,FALSE,11.563909,97,6.6,689
1,2009,FALSE,0.861968,80,4.8,13
0,2014,FALSE,11.313659,103,6.5,512
1,2009,FALSE,0.355953,102,6.8,10
0,2014,FALSE,19.228561,133,7.4,4600
0,2014,FALSE,12.330898,114,6.9,317
1,2013,FALSE,8.363417,120,6.2,878
1,2014,FALSE,23.242452,99,5.5,1588
1,2014,FALSE,3.723574,82,5.2,60
1,2014,FALSE,6.788822,86,6.3,690
0,2014,FALSE,16.316318,92,6.2,2439
0,2014,FALSE,5.700006,94,6.1,263
0,2014,FALSE,5.955203,99,5.1,74
1,2012,FALSE,1.342691,87,4.3,11
1,2015,FALSE,14.623692,112,5.8,334
1,2014,FALSE,6.703925,88,4.8,62
1,2014,FALSE,10.524204,97,7.3,1971
1,2013,FALSE,2.673105,102,6,24
0,2014,FALSE,10.504198,86,7.4,779
0,2014,FALSE,183.870374,101,7,5499
0,2014,FALSE,17.887943,141,7.2,1433
1,2014,FALSE,6.266831,119,6.2,106
0,2014,FALSE,6.15698,98,6.4,111
0,2014,FALSE,36.713807,135,7.4,4028
0,2007,FALSE,8.253705,100,6.2,285
1,2014,FALSE,6.773278,103,5.8,201
1,2014,FALSE,13.655752,102,7.1,770
0,2014,FALSE,5.916252,100,5.8,109
1,2014,FALSE,4.01643,96,5.8,25
1,2012,FALSE,5.590491,88,5.3,31
1,2011,FALSE,3.846559,89,4.7,28
1,2014,FALSE,7.861004,81,6.1,502
1,2014,FALSE,13.288564,89,4.9,1006
0,2011,FALSE,5.024828,89,5.4,77
1,2014,FALSE,21.277073,117,7.6,3475
0,2007,FALSE,0.227255,80,6.3,4
1,2014,FALSE,213.849907,102,7.8,6289
1,2014,FALSE,10.337994,95,7.3,778
1,2014,FALSE,14.566103,102,7.7,1660
1,2014,FALSE,3.524327,104,7.5,40
0,2015,FALSE,14.14078,108,7.6,4862
0,2013,FALSE,7.817221,89,5.2,61
0,2014,FALSE,6.328696,150,6.3,207
0,2009,FALSE,3.122855,11,7.4,74
0,2015,FALSE,0.697519,180,4,2
0,2016,FALSE,10.025137,76,6.6,74
1,2001,FALSE,4.78912,84,3.4,59
0,2014,FALSE,6.024652,150,7.2,65
1,2000,FALSE,0.48991,100,4.3,3
1,2014,FALSE,4.580804,105,6.4,104
1,2012,FALSE,4.645724,120,6.7,53
0,2009,FALSE,9.895965,92,4.3,45
1,2016,FALSE,0.631242,100,6.3,6
1,2015,FALSE,0.577051,15,5.4,14
0,2013,FALSE,4.999237,92,7.3,89
0,2014,FALSE,8.10357,134,6.5,965
1,2010,FALSE,4.927278,94,5.1,42
1,2009,FALSE,10.200558,81,6.4,230
0,2011,FALSE,8.747636,142,6.9,37
1,2014,FALSE,4.782116,95,6.1,108
1,2014,FALSE,2.134277,86,4.5,37
1,2012,FALSE,0.150813,103,5.8,4
0,2012,FALSE,1.804663,96,6.5,33
1,2013,FALSE,4.761441,98,6.2,86
1,2013,FALSE,0.617852,114,5.9,8
0,2013,FALSE,5.98915,100,7.3,164
1,2009,FALSE,0.336357,92,5.6,8
1,2009,FALSE,0.039145,90,9,1
1,2009,FALSE,0.058838,83,6,1
1,2009,FALSE,0.232568,95,4.5,2
0,2006,FALSE,0.427129,94,5,1
1,2013,FALSE,7.872557,96,5.9,70
0,2014,FALSE,31.59594,113,8,5895
0,2014,FALSE,13.52638,148,6.5,852
1,2014,FALSE,147.098006,123,6.6,5767
0,2014,FALSE,7.785779,103,6.5,99
1,2014,FALSE,2.924166,90,5.1,62
1,2014,FALSE,5.711274,100,8.1,262
1,2013,FALSE,11.190606,96,7,131
0,2014,FALSE,16.320249,150,5.6,1957
0,2014,FALSE,7.346304,112,7.1,243
1,2014,FALSE,8.764888,125,7.7,878
1,2013,FALSE,0.549689,50,7.1,7
0,2014,FALSE,0.317373,75,10,1
1,2014,FALSE,2.934599,88,5.1,60
1,2014,FALSE,5.546847,108,6.2,222
0,2008,FALSE,0.976916,90,6.4,17
1,2008,FALSE,3.27121,143,7.4,45
1,2014,FALSE,11.85302,123,7.8,3403
1,2008,FALSE,1.572904,102,6.4,11
1,2014,FALSE,8.268684,107,6.7,98
0,2014,FALSE,6.617708,115,6.3,134
0,2008,FALSE,0.851168,90,6.9,8
0,2014,FALSE,5.518654,105,5.9,100
0,2008,FALSE,0.714017,110,7.2,6
1,1998,FALSE,0.048315,80,7,1
1,2014,FALSE,6.967358,93,8.1,420
1,2014,FALSE,6.293515,116,7,139
1,2012,FALSE,6.031147,87,6.3,138
0,2015,FALSE,11.696923,122,6.5,1300
1,2011,FALSE,4.454853,95,6.1,283
1,2015,FALSE,32.790475,124,6.5,8842
0,2014,FALSE,6.584217,114,7.9,516
1,2014,FALSE,5.418357,90,6,327
0,2000,FALSE,1.712441,92,5.6,17
0,2014,FALSE,20.903362,108,6.1,1575
0,2000,FALSE,8.319796,84,5.5,70
1,1996,FALSE,2.010173,99,7.5,32
0,2014,FALSE,22.201607,92,6.5,1375
0,2014,FALSE,0.495744,137,7.2,5
1,2011,FALSE,2.941289,100,6.7,51
1,2014,FALSE,8.823253,99,7.5,1126
1,2014,FALSE,15.686837,95,7,899
1,2015,FALSE,41.225769,132,6.5,3148
0,1996,FALSE,0.213612,12,6.7,3
1,2012,FALSE,0.482475,120,6.8,3
0,2011,FALSE,1.334551,90,4.4,28
0,1998,FALSE,0.203251,100,3,2
1,2014,FALSE,8.151346,124,6.7,267
1,2013,FALSE,6.007987,89,5.1,124
0,2011,FALSE,2.697544,104,6.4,26
1,2011,FALSE,1.77348,114,5.4,32
1,2005,FALSE,8.261448,94,4,25
0,2013,FALSE,0.41754,100,6,1
1,2007,FALSE,0.252987,90,5.9,114
0,2014,FALSE,31.718977,144,7.1,4884
1,2014,FALSE,7.107071,127,7.4,835
0,2014,FALSE,10.543955,137,7.3,1437
0,2014,FALSE,9.989679,115,6.2,410
1,2014,FALSE,1.199515,127,6.5,25
1,2014,FALSE,10.831362,110,7.3,210
1,2005,FALSE,2.693566,95,4,29
1,2014,FALSE,6.039895,99,6.9,258
1,2014,FALSE,14.876086,138,8.2,734
1,2014,FALSE,17.187708,125,6.5,550
1,2014,FALSE,11.209154,115,7,961
1,1997,FALSE,3.435807,173,6.3,45
1,2014,FALSE,7.355355,102,6.3,212
0,2014,FALSE,0.912793,96,6.2,10
1,2014,FALSE,7.412826,105,6.8,1236
1,2014,FALSE,9.580785,125,5.6,1688
0,2014,FALSE,14.526049,112,6.1,2340
1,2014,FALSE,28.224212,130,7.6,6069
0,2014,FALSE,19.539436,97,6.1,1893
1,2010,FALSE,0.142575,60,5,1
1,2011,FALSE,7.020737,89,5.6,56
1,2014,FALSE,15.297821,102,5.2,980
1,2011,FALSE,3.521225,90,5.8,35
1,2014,FALSE,4.977232,100,5.5,158
1,1999,FALSE,13.275529,119,6,472
0,2014,FALSE,12.58752,153,7.7,262
1,2013,FALSE,5.203937,86,4.7,77
0,2014,FALSE,6.93232,91,6.8,150
0,1998,FALSE,2.673038,91,4.5,18
0,2015,FALSE,30.206365,120,6.6,3124
0,2013,FALSE,5.636855,101,6.4,90
0,2014,FALSE,18.081483,109,6.1,2225
0,2015,FALSE,14.932368,133,5.1,842
1,2012,FALSE,1.731435,92,5.5,14
1,2002,FALSE,0.573647,112,5.7,10
0,2015,FALSE,30.188198,126,5.8,3677
1,2014,FALSE,6.942139,90,5,389
0,2012,FALSE,4.947552,91,5.4,18
0,2005,FALSE,2.96721,99,4.6,9
0,1999,FALSE,8.651247,94,5.5,223
1,2015,FALSE,6.509546,101,6.1,99
1,2013,FALSE,8.043632,95,5.6,26
0,2009,FALSE,3.6797,89,5.2,31
1,2010,FALSE,3.732537,94,5.6,72
1,2014,FALSE,12.017861,111,5.7,45
1,2005,FALSE,0.990855,85,2.7,9
1,2014,FALSE,20.359336,100,6.6,1894
0,2007,FALSE,0.314668,140,5.1,4
1,1999,FALSE,2.043987,139,6.7,20
1,2014,FALSE,8.494374,85,5.7,167
0,2008,FALSE,13.415919,92,5.4,109
1,2014,FALSE,7.185427,91,5.6,55
1,2012,FALSE,2.367002,95,4.6,43
0,2014,FALSE,1.50671,97,5.8,2
1,2013,FALSE,3.318055,118,6.3,37
1,2013,FALSE,0.001224,80,0,0
0,2013,FALSE,0.001707,264,0,0
0,2008,FALSE,7.961566,87,4,28
1,2012,FALSE,4.749467,180,5.9,19
1,2010,FALSE,0.041178,96,5,1
0,2011,FALSE,0.92288,90,6.3,6
0,2010,FALSE,0.067138,88,0,0
1,2011,FALSE,0.522892,88,4.7,5
0,2010,FALSE,6.120644,102,4.9,20
1,2005,FALSE,7.324076,94,5.3,9
1,2010,FALSE,2.138263,72,7.3,23
1,1995,FALSE,0.073979,265,6.8,14
0,2011,FALSE,9.58239,97,6.5,40
0,2011,FALSE,2.610968,96,4.6,8
1,2011,FALSE,0.915353,83,4.6,8
1,2001,FALSE,4.050424,75,5.7,41
1,2000,FALSE,6.416966,172,3.1,14
1,2015,FALSE,2.257677,93,4.5,14
1,2014,FALSE,3.188634,92,5.3,37
1,2014,FALSE,1.742471,90,5.7,17
0,2005,FALSE,0.609667,103,6.1,16
1,2012,FALSE,0.789746,85,6.6,10
1,2005,FALSE,0.410031,150,8,3
1,2001,FALSE,1.182768,96,3.8,5
0,2005,FALSE,1.306213,386,6.3,12
1,2008,FALSE,0.96119,102,4.2,3
1,2013,FALSE,0.502075,94,6.1,8
1,2003,FALSE,0.819755,86,1.7,7
1,2015,FALSE,29.36178,120,7.3,9629
1,2015,FALSE,10.098792,97,6.3,1005
1,2015,FALSE,31.626013,136,7.5,7993
0,2016,FALSE,11.51021,125,5.3,642
1,2016,FALSE,12.572718,123,6.3,2325
1,2015,FALSE,37.37942,141,7.3,6908
0,2015,FALSE,26.882388,117,7,6029
0,2005,FALSE,17.246484,100,4.4,2322
0,2016,FALSE,187.860492,108,7.4,11444
1,2016,FALSE,145.882135,147,7.1,7462
0,2016,FALSE,43.847654,115,7.1,5880
1,2016,FALSE,28.712522,144,6.4,4831
0,2013,FALSE,7.864289,100,6.2,122
1,2013,FALSE,0.447626,125,6.3,10
1,2014,FALSE,0.100398,91,4.3,2
1,2004,FALSE,0.579155,73,6,11
0,2004,FALSE,0.43849,168,5,3
1,2010,FALSE,0.604059,90,2.8,6
1,2008,FALSE,10.62823,877,7.4,76
1,2011,FALSE,1.589347,84,4.2,5
1,2015,FALSE,1.241769,92,3.9,18
0,2011,FALSE,0.539564,90,4.5,6
1,2000,FALSE,0.589503,90,5.9,9
1,1995,FALSE,0.255532,69,5.8,6
1,2014,FALSE,10.197503,102,6.2,371
0,2013,FALSE,0.332318,105,6,1
0,2011,FALSE,0.199552,258,0,0
1,2010,FALSE,1.716036,72,6.9,8
0,2010,FALSE,0.990967,89,6,3
1,2015,FALSE,0.00414,84,0,0
0,2008,FALSE,0.196544,100,2.4,5
1,2013,FALSE,0.484227,96,6.7,5
0,2016,FALSE,0.288509,96,0,0
1,2010,FALSE,0.482814,76,6.4,5
1,2015,FALSE,6.012379,72,6.5,222
1,2012,FALSE,0.60522,85,7.6,7
1,1999,FALSE,0.307184,0,6.8,8
0,1996,FALSE,0.185515,84,3,4
1,2012,FALSE,0.30335,113,0,0
0,2015,FALSE,0.372205,90,7.6,5
1,1997,FALSE,0.737628,90,3.8,8
1,2011,FALSE,0.522679,113,0,0
0,2014,FALSE,7.78915,96,6,49
0,2009,FALSE,1.173881,105,5.4,9
0,2015,FALSE,10.241861,106,5.4,1078
1,2015,FALSE,33.068431,125,5.2,3350
1,1998,FALSE,5.318151,81,6.3,97
0,2002,FALSE,1.11608,12,7.4,28
1,2007,FALSE,0.150626,6,6,1
1,2015,FALSE,10.192407,99,6.2,105
1,2012,FALSE,,,,
1,2015,FALSE,8.592449,100,6.8,1372
0,2007,FALSE,3.29973,89,3.8,32
0,2012,FALSE,1.894596,120,5.5,23
0,2013,FALSE,3.195818,91,6.2,23
1,2013,FALSE,0.075775,64,5,1
0,2015,FALSE,0.037362,115,10,1
1,2010,FALSE,3.119413,112,6.6,8
1,2010,FALSE,0.903425,92,5.1,18
1,2014,FALSE,9.363482,106,6.4,953
1,2015,FALSE,7.991613,111,7.2,1235
0,2015,FALSE,9.201378,106,7.3,210
0,2015,FALSE,5.112935,97,6.8,166
0,2015,FALSE,12.019571,104,5.7,266
0,2015,FALSE,7.87202,100,6.2,536
1,2015,FALSE,8.844452,100,6.2,309
1,2014,FALSE,3.851653,112,5.1,41
1,2015,FALSE,3.436595,92,6.4,46
1,2015,FALSE,5.353826,108,5.5,112
1,2015,FALSE,14.986654,98,6.8,286
0,2015,FALSE,7.948581,103,7.2,698
1,2015,FALSE,12.503333,105,7.7,962
1,2015,FALSE,7.834161,80,6.1,131
0,2015,FALSE,4.833182,122,6.8,254
1,2015,FALSE,4.135614,90,5.8,37
0,2015,FALSE,5.30588,97,5.6,278
1,2015,FALSE,0.561609,85,4,3
1,2011,FALSE,5.641483,81,5.5,81
1,2015,FALSE,19.236571,96,4.1,245
1,1997,FALSE,1.305958,86,7.3,5
1,1995,FALSE,0.524215,95,6.9,13
0,2012,FALSE,0.0658,99,5.5,10
1,1997,FALSE,1.841647,240,5,14
1,2015,FALSE,20.328822,167,7.6,4405
0,2015,FALSE,9.662731,109,6.1,1997
1,2015,FALSE,,,,
1,2014,FALSE,6.635569,98,6.3,173
1,2014,FALSE,9.140108,96,4.9,23
0,2013,FALSE,0.668532,105,5.6,12
1,2014,FALSE,2.171597,95,7,36
1,2015,FALSE,6.645078,95,6.3,259
0,2015,FALSE,8.247275,138,7.9,388
0,2013,FALSE,2.085179,110,6.8,36
1,2010,FALSE,0.221837,105,3.9,6
0,2014,FALSE,5.02494,94,5.5,145
1,2015,FALSE,13.492684,119,6.4,1494
1,2005,FALSE,1.45169,174,7.5,15
1,2011,FALSE,1.609941,93,6.6,14
1,1995,FALSE,1.724436,174,7.9,19
1,2014,FALSE,6.808109,108,6.2,49
1,2003,FALSE,0.647811,111,7.5,4
1,2013,FALSE,6.23802,86,4.8,68
0,2015,FALSE,10.035362,105,6.7,2588
0,2015,FALSE,12.334689,93,5.7,733
1,2015,FALSE,5.204474,122,6.3,277
1,2016,FALSE,0.206364,94,4,3
1,2005,FALSE,1.202119,102,5.5,2
1,2015,FALSE,5.840554,83,5.1,517
0,2015,FALSE,10.24952,91,5,322
0,2005,FALSE,1.602998,16,5.4,32
0,2015,FALSE,16.838145,114,6.3,1169
0,2015,FALSE,1.781163,82,3.8,13
0,2011,FALSE,0.326422,77,5,1
1,2014,FALSE,6.428814,100,5.3,372
1,1997,FALSE,19.801128,105,6.7,2426
1,2014,FALSE,4.39709,105,6.5,84
1,2008,FALSE,0.077992,86,6.3,2
1,2015,FALSE,0.685905,83,4.6,10
1,2014,FALSE,0.175255,94,4.5,2
1,2007,FALSE,1.874027,86,2.2,22
0,2011,FALSE,0.109861,74,5.2,3
0,2015,FALSE,11.30428,111,5.9,979
0,2010,FALSE,5.345593,110,5.7,58
1,2015,FALSE,27.887186,119,6.2,3921
0,2014,FALSE,6.911759,90,5.3,387
1,2015,FALSE,13.422713,94,6.8,1539
0,2016,FALSE,12.682927,112,6.2,705
0,2015,FALSE,11.429831,115,5.5,397
1,2014,FALSE,8.396969,100,6.6,61
0,2014,FALSE,12.543659,120,6.1,281
0,2014,FALSE,0.940121,100,7.9,9
0,2014,FALSE,5.653371,78,7.5,122
0,2014,FALSE,2.041913,106,6.4,31
1,2015,FALSE,27.275687,137,7.3,4253
1,2014,FALSE,10.07817,82,5.5,1092
1,2015,FALSE,6.679341,91,6.6,371
1,2005,FALSE,1.276602,92,4.7,3
1,2011,FALSE,0.842996,90,7.4,6
0,2014,FALSE,6.976514,109,6.5,186
0,2015,FALSE,17.608346,137,6.1,565
1,2015,FALSE,7.579751,117,6,250
0,2015,FALSE,8.178015,100,5.9,961
1,2015,FALSE,3.139941,92,4.7,46
0,2004,FALSE,7.673021,68,6.3,162
1,2014,FALSE,5.298121,98,6.4,147
1,2014,FALSE,4.081263,83,6.2,148
1,2006,FALSE,10.861154,73,6.3,318
1,2004,FALSE,5.304305,96,4.3,13
0,1995,FALSE,1.352232,101,5.2,5
0,1999,FALSE,0.595553,82,6,1
1,1996,FALSE,7.220815,91,5.2,56
0,2014,FALSE,6.034967,91,5.5,97
1,2011,FALSE,7.313067,91,5.3,13
0,1995,FALSE,0.00243,78,5.4,5
0,2015,FALSE,9.961184,85,6.9,456
1,2014,FALSE,6.502973,87,6.9,135
0,2015,FALSE,14.619519,115,6.2,348
1,2015,FALSE,11.61,120,7.3,454
1,2014,FALSE,8.901282,92,5.4,93
1,2011,FALSE,5.196496,106,7.1,184
1,2015,FALSE,22.296076,130,6.2,2904
1,2014,FALSE,0.380439,91,2.5,2
1,2014,FALSE,6.634536,96,5.8,16
1,2016,FALSE,0.428373,77,8,3
1,2014,FALSE,2.278837,86,5.9,25
0,2014,FALSE,4.543452,109,6.6,50
1,2014,FALSE,4.394891,93,6.8,77
0,2015,FALSE,17.02038,94,5,576
1,2003,FALSE,0.015735,115,0,0
0,2014,FALSE,2.343945,95,6.2,16
1,2014,FALSE,1.159873,104,7.3,12
1,2014,FALSE,4.832606,91,7.2,156
0,2010,FALSE,1.027651,105,5.5,5
1,2015,FALSE,2.788535,93,4.9,41
1,2014,FALSE,9.029641,98,4.5,140
1,2014,FALSE,4.967015,123,4.1,13
1,2015,FALSE,10.264416,128,7.3,1083
1,2014,FALSE,1.058751,85,6.4,13
0,2015,FALSE,3.146204,86,5.2,29
1,2015,FALSE,10.542026,112,7.4,2052
1,2015,FALSE,4.565414,78,6.1,143
0,2014,FALSE,1.436689,98,6.2,17
1,2015,FALSE,4.060966,97,6.3,84
0,1996,FALSE,1.578196,92,3.5,5
1,2014,FALSE,8.106333,77,7,270
0,2015,FALSE,8.059946,78,5.5,54
1,2015,FALSE,11.879205,88,6.5,395
0,2010,FALSE,0.908396,105,4.8,2
1,2015,FALSE,20.547925,114,6,3017
1,2014,FALSE,7.143088,105,5.7,140
1,2015,FALSE,7.046825,129,7.2,259
1,2015,FALSE,7.832484,119,6.8,346
1,2014,FALSE,2.270286,90,5.8,28
1,2014,FALSE,2.341779,127,7.6,47
1,2009,FALSE,0.619795,87,5.8,8
1,2005,FALSE,7.097884,70,5.7,115
1,2003,FALSE,6.456991,81,6.6,191
1,2006,FALSE,7.589921,70,5.5,83
1,2011,FALSE,5.948997,79,6.4,97
1,2014,FALSE,2.973442,81,6,36
1,2006,FALSE,5.956719,83,6.9,135
1,2008,FALSE,4.829474,78,6.6,83
1,2010,FALSE,6.833148,75,6.2,89
1,2007,FALSE,8.935419,86,6.3,96
1,2014,FALSE,2.935491,73,6,43
1,2007,FALSE,5.01763,75,6.2,53
0,2002,FALSE,6.507867,84,6.4,182
0,2015,FALSE,10.721799,96,5.5,1183
1,2010,FALSE,5.963431,76,6.3,225
0,2014,FALSE,0.725267,116,6.6,10
1,2015,FALSE,16.778946,100,5.6,273
1,2014,FALSE,1.347489,77,6,3
1,2015,FALSE,15.862632,115,6.8,1997
0,2015,FALSE,1.833699,109,3.9,11
1,2015,FALSE,2.129215,107,6.1,33
1,2014,FALSE,0.115856,92,4,1
1,2015,FALSE,8.364201,118,7.3,1014
1,2015,FALSE,11.223033,118,6.7,1340
0,2015,FALSE,6.90658,87,5.4,659
0,2015,FALSE,10.132064,84,6.6,371
1,2015,FALSE,9.336019,100,5,359
1,2012,FALSE,0.765831,98,5.4,4
1,2015,FALSE,11.009871,96,5.5,352
0,1999,FALSE,0.323301,120,3.5,2
1,2013,FALSE,2.057347,90,6.9,40
1,2015,FALSE,0.432661,98,5.4,8
0,2002,FALSE,0.369025,90,5.3,14
0,2001,FALSE,0.423981,120,7.8,8
1,2014,FALSE,3.602005,100,5.1,23
1,2015,FALSE,25.62993,141,7.6,7442
0,2009,FALSE,1.403263,102,7.7,16
0,2015,FALSE,7.741143,31,7.6,762
1,2016,FALSE,1.740147,89,6.4,7
1,2006,FALSE,1.971482,170,5.8,29
0,2015,FALSE,8.717661,118,6.7,625
1,2015,FALSE,15.033568,96,5.4,407
0,2015,FALSE,0.57948,89,6.2,7
1,2015,FALSE,13.257467,120,6.9,2590
1,2008,FALSE,9.066971,78,6.5,319
1,2015,FALSE,17.310647,125,5.9,1193
1,1996,FALSE,0.626222,105,3,1
1,2015,FALSE,8.451297,105,5.2,704
1,2010,FALSE,0.574687,111,7,2
1,2013,FALSE,2.572216,0,6.2,59
0,2014,FALSE,0.181335,115,6,2
0,2014,FALSE,0.515831,91,2.2,3
0,2015,FALSE,14.013413,104,6.2,502
1,2014,FALSE,1.600198,93,6.8,19
1,2014,FALSE,9.383088,92,5.9,92
1,2015,FALSE,23.985587,94,7.9,6737
1,2009,FALSE,1.487018,100,6.8,17
1,2014,FALSE,3.094354,90,4.3,33
1,2015,FALSE,26.628178,137,6.6,4117
1,2015,FALSE,7.987747,111,6.8,282
0,2015,FALSE,21.14796,105,5.6,2564
1,2016,FALSE,41.051421,133,7.2,5612
0,2005,FALSE,0.452072,21,4.8,3
1,2014,FALSE,1.488241,102,6.6,29
1,2014,FALSE,5.308946,91,5.1,24
1,2001,FALSE,1.294211,100,4.8,27
1,2006,FALSE,4.784181,90,5.4,78
0,2015,FALSE,19.256859,103,6.5,686
1,2014,FALSE,0.788562,90,5.8,6
0,2016,FALSE,11.01395,87,5.9,3536
0,1995,FALSE,0.000018,87,0,0
0,2006,FALSE,0.21049,89,7,2
1,2015,FALSE,3.722756,115,6.7,49
0,2015,FALSE,25.301568,116,6.3,1122
1,2016,FALSE,10.038581,113,5.8,566
1,2015,FALSE,13.412445,106,5.7,1345
1,2015,FALSE,15.553313,98,5.9,601
1,2016,FALSE,42.965027,123,5.9,7717
0,2012,FALSE,0.453891,107,4.5,3
1,2016,FALSE,16.993841,120,4.9,2550
0,2016,FALSE,20.659284,122,6.6,2636
1,1998,FALSE,0.772817,14,6.6,14
0,2013,FALSE,2.065884,120,6.7,13
0,2015,FALSE,42.061481,115,6.2,2524
1,2006,FALSE,3.643803,146,6.9,77
1,2015,FALSE,14.998954,85,5.7,410
1,2015,FALSE,547.488298,91,6.4,4729
1,2016,FALSE,1.13767,83,5.3,19
0,2014,FALSE,2.123441,88,4.5,22
0,2008,FALSE,1.529991,180,5.7,18
1,2015,FALSE,12.319595,93,6.6,1782
0,2015,FALSE,10.61072,122,6.3,1262
0,2015,FALSE,24.926577,148,6.3,4552
1,2015,FALSE,5.458754,110,7.8,169
1,2009,FALSE,0.774415,104,5.5,4
0,2010,FALSE,0.896178,101,6,2
1,1999,FALSE,1.788834,82,5.2,27
0,2012,FALSE,1.247085,83,3.1,8
1,1998,FALSE,5.15634,77,7.2,82
1,2015,FALSE,4.354938,88,4.4,137
1,2015,FALSE,16.224866,122,6.8,1608
0,2015,FALSE,12.493466,113,6.4,497
0,2007,FALSE,1.706097,0,6.9,15
0,1999,FALSE,1.265599,95,5.6,30
1,2003,FALSE,0.934539,86,5.2,11
1,2015,FALSE,11.33038,99,6.1,1218
1,2004,FALSE,8.411803,82,6.1,246
0,2015,FALSE,6.885614,118,5.3,85
1,1996,FALSE,1.75416,90,3.4,31
0,2014,FALSE,9.003162,93,5.2,62
1,2015,FALSE,4.257785,101,6.2,56
0,2015,FALSE,0.357815,95,3,1
1,2014,FALSE,4.931539,88,5.5,106
0,1998,FALSE,4.206418,100,6.1,17
0,2016,FALSE,31.435879,151,5.7,7189
0,1999,FALSE,2.033272,90,5.6,35
1,2014,FALSE,3.290095,92,4.6,56
1,2005,FALSE,1.808013,91,6.3,12
1,2011,FALSE,1.131975,90,4.9,7
1,2002,FALSE,0.081332,94,0,1
1,2013,FALSE,0.098412,0,0,0
1,2011,FALSE,9.079974,62,6.5,106
1,2012,FALSE,10.751964,85,6.2,294
1,2013,FALSE,0.761279,92,6,2
1,1997,FALSE,3.336934,95,5.8,39
1,2015,FALSE,8.76993,115,6.2,716
0,2003,FALSE,0.039134,90,4,1
1,2008,FALSE,0.389045,79,5.7,3
0,2016,FALSE,17.432758,106,6.7,2977
1,2015,FALSE,14.656875,116,7.1,2306
1,2014,FALSE,1.574542,96,3.5,26
0,2015,FALSE,9.425787,123,6.9,1151
1,2012,FALSE,1.435618,102,5.7,13
0,2013,FALSE,0.361771,0,6.6,9
1,2015,FALSE,0.530841,105,4.3,2
1,2010,FALSE,2.177699,100,5.4,14
1,2010,FALSE,3.107762,105,6,70
1,2016,FALSE,2.421893,93,3.8,5
1,2015,FALSE,0.480656,90,5,1
1,2012,FALSE,1.267372,104,5.1,4
1,2006,FALSE,0.550363,53,8.1,6
1,2015,FALSE,6.49255,97,8,378
1,2014,FALSE,1.432327,95,7.4,12
0,2015,FALSE,23.501228,156,7.3,6558
0,2015,FALSE,6.862812,95,6.3,600
1,2015,FALSE,10.95023,125,6.1,403
1,2009,FALSE,2.77735,90,2.3,5
0,2015,FALSE,11.80967,159,7.5,138
1,2014,FALSE,10.405088,105,6.1,79
0,2015,FALSE,12.370126,123,7.3,2112
0,2015,FALSE,19.511221,121,7.2,2465
0,2013,FALSE,0.317611,107,6.7,6
0,2014,FALSE,5.399896,100,6.6,344
0,2014,FALSE,5.168382,97,5.4,85
1,2014,FALSE,9.526911,89,6.5,490
1,2015,FALSE,6.901559,83,5.4,43
0,2015,FALSE,0.525556,92,3.4,13
0,2009,FALSE,1.206513,85,5,1
1,2015,FALSE,15.651705,121,7.1,1926
0,2003,FALSE,0.097257,104,5.5,2
1,2011,FALSE,12.603719,112,6.7,505
1,2003,FALSE,12.443291,117,8.1,2838
1,2010,FALSE,7.021114,92,5.6,34
1,2000,FALSE,8.585856,108,6.7,1077
1,2003,FALSE,0.800038,89,5.4,7
1,2015,FALSE,15.021058,94,6,1405
0,2009,FALSE,6.79115,111,6.2,341
0,2015,FALSE,0.533634,84,5.5,11
1,2007,FALSE,0.373368,87,2,2
0,1997,FALSE,0.146763,100,6.4,4
1,2015,FALSE,3.979592,82,4.6,67
0,2015,FALSE,9.534828,96,6,1099
0,2015,FALSE,21.183077,147,7.7,1381
1,2010,FALSE,4.869925,90,5.5,283
1,2015,FALSE,4.832631,87,6.9,166
1,2014,FALSE,3.465405,93,5.7,63
1,2007,FALSE,1.160355,105,6.6,8
1,2015,FALSE,12.975936,124,6.4,1619
1,2013,FALSE,0.877393,92,0,0
0,2009,FALSE,0.000844,98,0,0
0,2015,FALSE,9.447808,109,5.6,697
1,2002,FALSE,2.968976,83,4.9,59
1,2015,FALSE,0.660969,120,5.9,11
1,2003,FALSE,0.315904,104,7.2,5
1,2003,FALSE,0.271782,105,6,3
1,2007,FALSE,0.717077,94,4.4,6
1,2015,FALSE,19.803969,101,5.9,386
0,2015,FALSE,20.683405,93,6.2,526
1,2015,FALSE,8.093442,106,7.1,440
0,2005,FALSE,0.310181,104,5.9,6
0,2002,FALSE,7.758492,68,5.1,156
1,2015,FALSE,4.680888,108,5.4,41
0,2014,FALSE,1.336467,95,5.1,15
0,2000,FALSE,0.794749,101,6.8,4
1,2012,FALSE,0.195999,84,6,1
0,2015,FALSE,16.304654,95,6.8,231
1,2013,FALSE,4.270228,85,4.8,18
1,2015,FALSE,4.425995,105,6.6,76
1,2000,FALSE,7.18782,74,6.4,167
1,2015,FALSE,11.187833,131,6.7,994
